Timestamp,Device_ID,Device_Type,Parameter_Changed,New_Value,Trigger_Source
2026-02-20 22:47:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-20 22:48:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-21 08:57:00,Hallway_Vacuum_1,Robot Vacuum,Cleaning State,Clean,Human
2026-02-21 08:58:00,Hallway_Vacuum_1,Robot Vacuum,Suction Power,Standard,Human
2026-02-21 14:28:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,22,Human
2026-02-21 14:29:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-21 19:43:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-02-21 19:44:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,70,Human
2026-02-21 19:45:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-02-21 19:46:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-02-21 22:24:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,21,Human
2026-02-21 22:25:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Fan,Human
2026-02-21 22:45:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human
2026-02-21 23:03:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-02-21 23:05:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-21 23:06:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-22 14:14:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,24,Human
2026-02-22 14:15:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Fan,Human
2026-02-22 19:24:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-02-22 19:25:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,75,Human
2026-02-22 19:26:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-02-22 19:27:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-02-22 22:18:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-02-22 22:19:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Fan,Human
2026-02-22 22:37:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human
2026-02-22 23:07:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-02-22 23:09:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-22 23:10:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-23 07:07:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,24,Human
2026-02-23 07:08:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-23 07:09:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,High,Human
2026-02-23 07:36:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,100,Human
2026-02-23 07:57:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-02-23 07:58:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,30,Human
2026-02-23 09:05:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-02-23 19:08:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-02-23 19:09:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,60,Human
2026-02-23 19:10:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-02-23 19:11:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-02-23 20:00:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human
2026-02-23 22:28:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,19,Human
2026-02-23 22:29:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Fan,Human
2026-02-23 22:54:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-02-23 23:12:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-02-23 23:14:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-23 23:15:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-24 07:05:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,24,Human
2026-02-24 07:06:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-24 07:07:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Low,Human
2026-02-24 07:33:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,90,Human
2026-02-24 08:08:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-02-24 08:09:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,40,Human
2026-02-24 09:01:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-02-24 19:29:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-02-24 19:30:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,80,Human
2026-02-24 19:31:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-02-24 19:32:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-02-24 20:00:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human
2026-02-24 22:33:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,21,Human
2026-02-24 22:34:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-24 22:48:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-02-24 23:09:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-02-24 23:11:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-24 23:12:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-25 07:10:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,25,Human
2026-02-25 07:11:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-25 07:12:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Med,Human
2026-02-25 07:24:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,80,Human
2026-02-25 07:55:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-02-25 07:56:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,35,Human
2026-02-25 09:01:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-02-25 19:31:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-02-25 19:32:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,75,Human
2026-02-25 19:33:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,2700,Human
2026-02-25 19:34:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-02-25 20:00:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,10,Human
2026-02-25 22:20:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,21,Human
2026-02-25 22:21:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Fan,Human
2026-02-25 22:53:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human
2026-02-25 23:14:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-02-25 23:16:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-25 23:17:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-26 07:11:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,24,Human
2026-02-26 07:12:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-26 07:13:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Low,Human
2026-02-26 07:20:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,70,Human
2026-02-26 08:04:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-02-26 08:05:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,35,Human
2026-02-26 09:08:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-02-26 18:00:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,50,Automation
2026-02-26 19:29:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-02-26 19:30:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,70,Human
2026-02-26 19:31:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-02-26 19:32:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-02-26 19:45:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,10,Human
2026-02-26 22:34:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,19,Human
2026-02-26 22:35:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Fan,Human
2026-02-26 22:49:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-02-26 23:08:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-02-26 23:10:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-26 23:11:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-27 06:55:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,25,Human
2026-02-27 06:56:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-27 06:57:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,High,Human
2026-02-27 07:26:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,90,Human
2026-02-27 07:52:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-02-27 07:53:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,30,Human
2026-02-27 09:06:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-02-27 19:42:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-02-27 19:43:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,70,Human
2026-02-27 19:44:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,2700,Human
2026-02-27 19:45:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-02-27 20:07:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human
2026-02-27 22:38:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,19,Human
2026-02-27 22:39:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Fan,Human
2026-02-27 22:48:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-02-27 23:11:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-02-27 23:13:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-27 23:14:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-28 08:55:00,Hallway_Vacuum_1,Robot Vacuum,Cleaning State,Clean,Human
2026-02-28 08:56:00,Hallway_Vacuum_1,Robot Vacuum,Suction Power,Max,Human
2026-02-28 14:15:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,22,Human
2026-02-28 14:16:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-28 19:45:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-02-28 19:46:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,65,Human
2026-02-28 19:47:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3500,Human
2026-02-28 19:48:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-02-28 22:31:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,19,Human
2026-02-28 22:32:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Fan,Human
2026-02-28 22:52:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-02-28 23:01:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-02-28 23:03:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-28 23:04:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-01 12:00:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,26,Automation
2026-03-01 14:39:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,20,Human
2026-03-01 14:40:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Fan,Human
2026-03-01 19:14:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-03-01 19:15:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,60,Human
2026-03-01 19:16:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-03-01 19:17:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-03-01 22:33:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,19,Human
2026-03-01 22:34:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Fan,Human
2026-03-01 22:54:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human
2026-03-01 22:59:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-03-01 23:01:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-01 23:02:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-02 07:02:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,23,Human
2026-03-02 07:03:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-02 07:04:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Med,Human
2026-03-02 07:27:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,100,Human
2026-03-02 08:09:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-03-02 08:10:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,35,Human
2026-03-02 09:01:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-03-02 19:35:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-03-02 19:36:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,70,Human
2026-03-02 19:37:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,2700,Human
2026-03-02 19:38:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-03-02 19:48:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,10,Human
2026-03-02 22:35:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human
2026-03-02 22:38:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-03-02 22:39:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-02 23:03:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-03-02 23:05:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-02 23:06:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-03 07:02:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,22,Human
2026-03-03 07:03:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-03 07:04:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Low,Human
2026-03-03 07:23:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,70,Human
2026-03-03 08:03:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-03-03 08:04:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,30,Human
2026-03-03 08:53:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-03-03 12:00:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,26,Automation
2026-03-03 19:45:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-03-03 19:46:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,70,Human
2026-03-03 19:47:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-03-03 19:48:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-03-03 20:00:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human
2026-03-03 22:29:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,21,Human
2026-03-03 22:30:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-03 22:46:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human
2026-03-03 22:48:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-03-03 22:50:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-03 22:51:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-04 06:55:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,21,Human
2026-03-04 06:56:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-04 06:57:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Med,Human
2026-03-04 07:30:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,80,Human
2026-03-04 07:54:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-03-04 07:55:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,30,Human
2026-03-04 08:57:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-03-04 19:18:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-03-04 19:19:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,80,Human
2026-03-04 19:20:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-03-04 19:21:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-03-04 20:07:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human
2026-03-04 22:38:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-03-04 22:39:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Fan,Human
2026-03-04 22:49:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-03-04 22:58:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-03-04 23:00:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-04 23:01:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-05 06:54:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,22,Human
2026-03-05 06:55:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-05 06:56:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Med,Human
2026-03-05 07:24:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,80,Human
2026-03-05 08:02:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-03-05 08:03:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,35,Human
2026-03-05 08:52:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-03-05 19:34:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-03-05 19:35:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,60,Human
2026-03-05 19:36:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-03-05 19:37:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-03-05 19:53:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,10,Human
2026-03-05 22:39:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human
2026-03-05 22:42:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,19,Human
2026-03-05 22:43:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Fan,Human
2026-03-05 22:56:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-03-05 22:58:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-05 22:59:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-06 07:02:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,23,Human
2026-03-06 07:03:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-06 07:04:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Med,Human
2026-03-06 07:32:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,100,Human
2026-03-06 08:05:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-03-06 08:06:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,40,Human
2026-03-06 09:08:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-03-06 19:23:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-03-06 19:24:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,75,Human
2026-03-06 19:25:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,2700,Human
2026-03-06 19:26:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-03-06 20:09:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,10,Human
2026-03-06 22:24:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-03-06 22:25:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-06 22:50:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-03-06 23:13:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-03-06 23:15:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-06 23:16:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-07 09:08:00,Hallway_Vacuum_1,Robot Vacuum,Cleaning State,Clean,Human
2026-03-07 09:09:00,Hallway_Vacuum_1,Robot Vacuum,Suction Power,Max,Human
2026-03-07 14:18:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,21,Human
2026-03-07 14:19:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-07 19:43:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-03-07 19:44:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,80,Human
2026-03-07 19:45:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,2700,Human
2026-03-07 19:46:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-03-07 22:30:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-03-07 22:31:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-07 22:41:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-03-07 23:11:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-03-07 23:13:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-07 23:14:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-08 14:16:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,22,Human
2026-03-08 14:17:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-08 19:28:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-03-08 19:29:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,70,Human
2026-03-08 19:30:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-03-08 19:31:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-03-08 22:31:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-03-08 22:32:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-08 22:54:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-03-08 22:55:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-03-08 22:57:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-08 22:58:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-09 06:52:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,21,Human
2026-03-09 06:53:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-09 06:54:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Med,Human
2026-03-09 07:39:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,100,Human
2026-03-09 07:54:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-03-09 07:55:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,40,Human
2026-03-09 09:08:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-03-09 12:00:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,26,Automation
2026-03-09 19:05:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-03-09 19:06:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,70,Human
2026-03-09 19:07:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,2700,Human
2026-03-09 19:08:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-03-09 19:50:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,10,Human
2026-03-09 22:28:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,21,Human
2026-03-09 22:29:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-09 22:39:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human
2026-03-09 23:12:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-03-09 23:14:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-09 23:15:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-03-10 07:01:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,21,Human
2026-03-10 07:02:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-03-10 07:03:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Low,Human
2026-03-10 07:32:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,70,Human
2026-03-10 07:51:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-03-10 07:52:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,35,Human
2026-03-10 09:06:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-03-10 19:35:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-03-10 19:36:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,80,Human
